caseid,StudyID,year,study,es,se,yearsafter,impactfactor,citationindex,Dynamic,Innovative industry,Industry,Study,Journals,Firm 1,Firm 2
37,US12,2000,Haas-Wilson & Garmon 2011,12.1,4.699029126,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14,5.436893204,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,12.2,4.737864078,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,12,4.660194175,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,10.6,4.116504854,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,6.1,2.740588468,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,4,3.647416413,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,6.1,2.740588468,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,4.4,2.459834998,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,6.6,2.563106796,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,3.8,3.465045593,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-15.6,6.058252427,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-20.8,8.077669903,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-14.3,5.553398058,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-20,7.766990291,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-13.1,5.087378641,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-19.2,7.45631068,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.7,2.601941748,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.2,2.40776699,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.9,2.67961165,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.1,2.368932039,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.4,2.485436893,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.7,2.990291262,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,18.9,7.339805825,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,17.3,6.718446602,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,18.8,7.300970874,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,19.9,7.72815534,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,21.6,8.388349515,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,19.8,7.689320388,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-21.7,8.427184466,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-22.5,8.737864078,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-21.1,8.194174757,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-21.9,8.504854369,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-18,6.990291262,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-18.2,7.067961165,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,10.7,4.155339806,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,8.7,3.378640777,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,10.9,4.233009709,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,9.5,3.689320388,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,10.3,4,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,7,2.718446602,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-11.6,4.504854369,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-16.9,6.563106796,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-8.8,3.417475728,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-14.9,5.786407767,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.6,2.951456311,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-13.7,5.32038835,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5.4,2.097087379,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5.3,2.058252427,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5.6,2.174757282,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5.3,2.058252427,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5,1.941747573,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7,2.718446602,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,28.4,11.02912621,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,25,9.708737864,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,25.7,9.980582524,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,26.9,10.44660194,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,28.1,10.91262136,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,26.8,10.40776699,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-19.7,7.650485437,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-20.6,8,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-19.9,7.72815534,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-20.8,8.077669903,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-16.7,6.485436893,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-17.1,6.640776699,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,4.3,3.920972644,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,3.6,3.282674772,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,4.4,4.012158055,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,3.9,3.556231003,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,4.3,3.920972644,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,2.6,2.370820669,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-16,6.213592233,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-19.4,7.533980583,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-14.6,5.669902913,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-18.3,7.106796117,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-11.5,4.466019417,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-15.5,6.019417476,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-8.1,3.145631068,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.1,2.757281553,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-8.2,3.184466019,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7,2.718446602,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.6,2.951456311,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-8.8,3.417475728,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,26.9,10.44660194,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,23.6,9.165048544,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,23.2,9.009708738,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,26.1,10.13592233,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,28.9,11.22330097,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,26.9,10.44660194,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-20.8,8.077669903,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-21.2,8.233009709,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-22.7,8.815533981,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-22.8,8.854368932,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-17.8,6.912621359,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-17.7,6.873786408,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.8,2.640776699,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.5,2.912621359,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.2,2.796116505,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.4,2.873786408,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.3,2.834951456,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.5,2.912621359,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5.5,2.13592233,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.3,2.446601942,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5.6,2.174757282,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.3,2.446601942,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5.5,2.13592233,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.3,2.446601942,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.6,2.563106796,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.2,2.796116505,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-6.9,2.67961165,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.1,2.757281553,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7.1,2.757281553,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-7,2.718446602,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-3.7,1.662324153,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-4.7,1.825242718,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-3.9,1.752179513,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-4.7,1.825242718,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-3.9,1.752179513,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5,1.941747573,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-4,2.236213634,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-3.9,2.180308294,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-4.8,2.156528631,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-4,1.797107192,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-5.4,3.018888406,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-4.8,2.156528631,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-2,1.118106817,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-2.2,1.229917499,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-2.6,1.168119675,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
